"metadata_id","biotaxon_code","biotaxon_description","compartment_code","compartment_description","unit_code","unit_description","quantity_code","quantity_description","condition_code","condition_description","organ_code","organ_description","parameter_code","parameter_description","reported_description","process_type","typing_code","value_processing_method_code","domain_location_present","explicit_marine_phytoplankton_signal","count_or_biovolume_signal"
2226,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB105","2,3,3',4,4'-pentachloorbifenyl","Massafractie 2,3,3',4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2227,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB107","2,3,3',4,5-pentachloorbifenyl","Massafractie 2,3,3',4,5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2228,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB107","2,3,3',4,5-pentachloorbifenyl","Massafractie 2,3,3',4,5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2229,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB110","2,3,3',4',6-pentachloorbifenyl","Massafractie 2,3,3',4',6-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2230,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB110","2,3,3',4',6-pentachloorbifenyl","Massafractie 2,3,3',4',6-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2231,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB114","2,3,4,4',5-pentachloorbifenyl","Massafractie 2,3,4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2232,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB114","2,3,4,4',5-pentachloorbifenyl","Massafractie 2,3,4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2233,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB114","2,3,4,4',5-pentachloorbifenyl","Massafractie 2,3,4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2234,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB114","2,3,4,4',5-pentachloorbifenyl","Massafractie 2,3,4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2235,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2236,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2237,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2238,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2239,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2240,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2241,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB118","2,3',4,4',5-pentachloorbifenyl","Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2242,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB123","2,3',4,4',5'-pentachloorbifenyl","Massafractie 2,3',4,4',5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2243,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB123","2,3',4,4',5'-pentachloorbifenyl","Massafractie 2,3',4,4',5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2244,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB123","2,3',4,4',5'-pentachloorbifenyl","Massafractie 2,3',4,4',5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2245,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB123","2,3',4,4',5'-pentachloorbifenyl","Massafractie 2,3',4,4',5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2246,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB126","3,3',4,4',5-pentachloorbifenyl","Massafractie 3,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2247,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB126","3,3',4,4',5-pentachloorbifenyl","Massafractie 3,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2248,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB126","3,3',4,4',5-pentachloorbifenyl","Massafractie 3,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2249,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB126","3,3',4,4',5-pentachloorbifenyl","Massafractie 3,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2250,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB126","3,3',4,4',5-pentachloorbifenyl","Massafractie 3,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2251,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB128","2,2',3,3',4,4'-hexachloorbifenyl","Massafractie 2,2',3,3',4,4'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2252,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB128","2,2',3,3',4,4'-hexachloorbifenyl","Massafractie 2,2',3,3',4,4'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2253,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB129","2,2',3,3',4,5-Hexachloorbifenyl","Massafractie 2,2',3,3',4,5-Hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2254,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB129","2,2',3,3',4,5-Hexachloorbifenyl","Massafractie 2,2',3,3',4,5-Hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2255,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB130","2,2',3,3',4,5'-hexachloorbifenyl","Massafractie 2,2',3,3',4,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2256,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB130","2,2',3,3',4,5'-hexachloorbifenyl","Massafractie 2,2',3,3',4,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2257,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB132","2,2',3,3',4,6'-hexachloorbifenyl","Massafractie 2,2',3,3',4,6'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2258,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB132","2,2',3,3',4,6'-hexachloorbifenyl","Massafractie 2,2',3,3',4,6'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2259,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB138","2,2',3,4,4',5'-hexachloorbifenyl","Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2260,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB138","2,2',3,4,4',5'-hexachloorbifenyl","Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2261,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB138","2,2',3,4,4',5'-hexachloorbifenyl","Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2262,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB141","2,2',3,4,5,5'-hexachloorbifenyl","Massafractie 2,2',3,4,5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2263,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB141","2,2',3,4,5,5'-hexachloorbifenyl","Massafractie 2,2',3,4,5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2264,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB149","2,2',3,4',5',6-hexachloorbifenyl","Massafractie 2,2',3,4',5',6-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2265,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB149","2,2',3,4',5',6-hexachloorbifenyl","Massafractie 2,2',3,4',5',6-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2266,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB153","2,2',4,4',5,5'-hexachloorbifenyl","Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2267,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB153","2,2',4,4',5,5'-hexachloorbifenyl","Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2268,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB153","2,2',4,4',5,5'-hexachloorbifenyl","Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2269,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB153","2,2',4,4',5,5'-hexachloorbifenyl","Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2270,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB153","2,2',4,4',5,5'-hexachloorbifenyl","Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2271,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB155","2,2',4,4',6,6'-hexachloorbifenyl","Massafractie 2,2',4,4',6,6'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2272,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB155","2,2',4,4',6,6'-hexachloorbifenyl","Massafractie 2,2',4,4',6,6'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2273,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2274,"Rutilus rutilus","Rutilus rutilus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Rutilus rutilus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2275,"Haematopus ostralegus","Haematopus ostralegus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Haematopus ostralegus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2276,"Sterna hirundo","Sterna hirundo","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","SF","Struif","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Struif Sterna hirundo ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2277,"Anguilla anguilla","Anguilla anguilla","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguilla ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2278,"Dreissena bugensis","Dreissena bugensis","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena bugensis ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2279,"Dreissena polymorpha","Dreissena polymorpha","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","VS","Vlees","PCB156","2,3,3',4,4',5-hexachloorbifenyl","Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Dreissena polymorpha ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
2280,"Platichthys flesus","Platichthys flesus","OE","Organisme (biota)","ug/kg","microgram per kilogram","MASSFTE","Massafractie","ng","t.o.v. natgewicht","NVT","NVT","PCB157","2,3,3',4,4',5'-hexachloorbifenyl","Massafractie 2,3,3',4,4',5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Platichthys flesus ug/kg","meting","NVT","NVT",TRUE,FALSE,FALSE
